Shameless_(U.S._TV_series),List_of_Shameless_(U.S._TV_series)_episodes,80511
Fleetwood_Mac,Lindsey_Buckingham,12146
The_Mummy_(2017_film),Universal_Monsters,11036
Natalie_Portman,Benjamin_Millepied,40118
The_Greatest_Showman,Michael_Gracey,19369
Google,Larry_Page,23531
Super_Bowl_XXXIV,Super_Bowl_XXXV,10073
Jared_Padalecki,Genevieve_Cortese,13824
USS_Callister,Michaela_Coel,22694
Freddie_Mercury,Sultanate_of_Zanzibar,11761
The_Beatles,Paul_McCartney,25994
1921_(2018_film),Karan_Kundra,13705
List_of_Modern_Family_episodes,Modern_Family_(season_9),21241
List_of_highest-grossing_Indian_films,List_of_highest-grossing_films_in_India,19402
"I,_Tonya",Tonya_Harding,116908
Nancy_Kerrigan,Tonya_Harding,86406
Suits_(U.S._TV_series),Meghan_Markle,12963
Prince_Harry,Meghan_Markle,26741
Steven_Spielberg,Kate_Capshaw,17419
White_Bear_(Black_Mirror),Lenora_Crichlow,13408
Alauddin_Khalji,Qutb_complex,25221
Fleetwood_Mac,Stevie_Nicks,16621
Guillermo_del_Toro,Crimson_Peak,24895
LaMelo_Ball,BC_Prienai,15773
Keerthy_Suresh,Sandakozhi_2,11138
Godless_(TV_series),Michelle_Dockery,12687
Manuel_Ferrara,Kayden_Kross,13839
Martin_McDonagh,In_Bruges,11953
Black_Knight:_The_Man_Who_Guards_Me,Kim_Rae-won,10638
Dwayne_Johnson_filmography,Fighting_with_My_Family,15372
Alicia_Vikander,Michael_Fassbender,40985
Donald_Trump,Mike_Pence,12152
San_Junipero,Mackenzie_Davis,40747
Blade_Runner_2049,Mackenzie_Davis,34288
Gigi_Hadid,Hashimoto's_thyroiditis,16667
FC_Barcelona,2017–18_FC_Barcelona_season,31541
Deaths_in_2018,Jerry_Van_Dyke,23596
Dick_Van_Dyke,Jerry_Van_Dyke,36394
The_Commuter_(film),Patrick_Wilson_(American_actor),14620
Rick_and_Morty,List_of_Rick_and_Morty_episodes,28115
Mukesh_Ambani,Akash_Ambani,21312
LaVar_Ball,LiAngelo_Ball,11016
Daniel_Day-Lewis,Lincoln_(film),11125
Zoo_(TV_series),List_of_Zoo_episodes,12651
August_Ames,List_of_suicides_that_have_been_attributed_to_bullying,10467
Anna_Kendrick,Edgar_Wright,12496
Jackie_Chan,Jaycee_Chan,22682
75th_Golden_Globe_Awards,The_Marvelous_Mrs._Maisel,15207
Rachel_Brosnahan,The_Marvelous_Mrs._Maisel,16231
David_Carradine,Erotic_asphyxiation,10537
Altered_Carbon_(TV_series),Altered_Carbon,21267
Call_Me_by_Your_Name_(film),Amira_Casar,12651
Elementary_(TV_series),List_of_Elementary_episodes,38105
2018_in_film,Spider-Man:_Into_the_Spider-Verse,10496
Zhou_Youguang,Pinyin,28395
Endeavour_(TV_series),List_of_Endeavour_episodes,10056
Jennifer_Lawrence,Red_Sparrow,16698
Royal_Rumble_(2018),John_Cena,11669
Anushka_Sharma,Virat_Kohli,23785
Paul_Newman,Joanne_Woodward,14528
FC_Barcelona,Ousmane_Dembélé,14065
Thaanaa_Serndha_Koottam,Suresh_Chandra_Menon,16425
Dragon_Ball,Dragon_Ball_(anime),10808
"United_States_presidential_election,_1960","United_States_presidential_election,_1964",10227
Jim_Sturgess,La_Roux,15533
XVideos,Video_hosting_service,18903
Rani_Padmini,Chittor_Fort,13088
Meltdown_(security_vulnerability),Spectre_(security_vulnerability),37210
Super_Bowl_XXXIX,Super_Bowl_XL,16692
Gordon_Ramsay,Tana_Ramsay,17792
Aaron_Rodgers,Olivia_Munn,18775
Daniel_Kaluuya,Black_Panther_(film),12901
2018_in_film,Black_Panther_(film),21267
Marvel_Cinematic_Universe,Black_Panther_(film),14389
List_of_Marvel_Cinematic_Universe_films,Black_Panther_(film),10091
Sade_(band),Sade_(singer),11086
Elon_Musk,The_Boring_Company,31507
Peaky_Blinders_(TV_series),Peaky_Blinders,46201
Arnold_Schwarzenegger,Katherine_Schwarzenegger,11164
Ted_Kaczynski,ADX_Florence,24359
Josh_Duhamel,Fergie_(singer),11884
The_Black_Eyed_Peas,Fergie_(singer),13631
A_Korean_Odyssey,Lee_Hong-gi,18281
2017_in_film,2016_in_film,13488
M._Night_Shyamalan,Split_(2016_American_film),10591
Alia_Bhatt,Soni_Razdan,13634
Fred_Armisen,Sally_Timms,10014
Ricky_Martin,Jwan_Yosef,43938
List_of_King_of_Mask_Singer_episodes,List_of_King_of_Mask_Singer_episodes_(2017),17103
Titanic_(1997_film),Kate_Winslet,18248
Channing_Tatum,Jenna_Dewan,21993
USA_Gymnastics_sex_abuse_scandal,Simone_Biles,27165
Queen_Victoria,List_of_prime_ministers_of_Queen_Victoria,18497
The_X-Files,The_X-Files_(season_11),35179
List_of_The_X-Files_episodes,The_X-Files_(season_11),19768
The_X-Files_(season_10),The_X-Files_(season_11),12162
Alice_in_Chains,Layne_Staley,10826
Anna_Camp,Skylar_Astin,12951
Darkest_Hour_(film),Kristin_Scott_Thomas,24834
Joe_Scarborough,Mika_Brzezinski,12424
Jacksonville_Jaguars,Shahid_Khan,16698
American_Horror_Story,American_Horror_Story:_Cult,10743
Kirk_Douglas,Eric_Douglas,24052
Grown-ish,Yara_Shahidi,15807
"Prithvi_Vallabh_-_Itihaas_Bhi,_Rahasya_Bhi",Shastri_Sisters,11540
How_to_Get_Away_with_Murder,List_of_How_to_Get_Away_with_Murder_episodes,35410
Jason_Ritter,Melanie_Lynskey,12788
Donald_Trump,Donald_Trump_Jr.,21552
Ivana_Trump,Donald_Trump_Jr.,13707
Margrethe_II_of_Denmark,"Frederik,_Crown_Prince_of_Denmark",10252
Big_Bang_(South_Korean_band),T.O.P_(rapper),11463
Main_Page,John_Morris_(composer),15613
Robert_Kraft,Ricki_Noel_Lander,11023
Get_Out,Allison_Williams_(actress),49522
Anushka_Shetty_filmography,Bhaagamathie,13339
2017_in_film,Beauty_and_the_Beast_(2017_film),11226
FromSoftware,List_of_FromSoftware_video_games,11789
Harry_Potter_(film_series),Daniel_Radcliffe,10525
Pornhub,MindGeek,16383
American_Gods,American_Gods_(TV_series),10510
Bigg_Boss_11,Shilpa_Shinde,19198
K.C._Undercover,List_of_K.C._Undercover_episodes,14107
Black_Museum_(Black_Mirror),Douglas_Hodge,23373
Katrina_Kaif,Katrina_Kaif_filmography,24904
Logic,Logical_form,20116
Karolyi_Ranch,Béla_Károlyi,11875
Led_Zeppelin,John_Paul_Jones_(musician),15344
The_Matrix,The_Wachowskis,10540
Mark_Zuckerberg,Randi_Zuckerberg,12313
Diane_Kruger,Joshua_Jackson,22338
Better_Late_Than_Never_(TV_series),Jeff_Dye,12202
Star_Trek:_Discovery,Jason_Isaacs,14548
Black_Lightning_(TV_series),Thunder_(comics),24025
Black_Lightning,Thunder_(comics),26764
Logan_Paul,Jake_Paul,131211
Archer_(TV_series),List_of_Archer_episodes,25212
The_Rolling_Stones,The_Rolling_Stones_discography,12888
Nazi_Germany,Adolf_Hitler,15248
World_War_II,Adolf_Hitler,17837
Warren_Buffett,Berkshire_Hathaway,22844
Hidden_Figures,Katherine_Johnson,19504
Star_Trek,Star_Trek:_The_Original_Series,15220
90th_Academy_Awards,Mudbound_(film),14543
Steven_Seagal,Kelly_LeBrock,11927
Nikola_Tesla,Coronary_thrombosis,15828
Guillermo_del_Toro,List_of_awards_and_nominations_received_by_Guillermo_del_Toro,14931
P._T._Barnum,Fiji_mermaid,42509
Hate_Story_4,Urvashi_Rautela,13347
Juhi_Chawla,Jay_Mehta,21602
BDO_World_Darts_Championship,2018_BDO_World_Darts_Championship,10500
The_Shape_of_Water_(film),Sally_Hawkins,136561
Will_Smith,Jaden_Smith,14762
Akbar,Jahangir,10609
Exo_(band),Byun_Baek-hyun,14196
James_V_of_Scotland,James_IV_of_Scotland,14010
"Catherine,_Duchess_of_Cambridge",Princess_Charlotte_of_Cambridge,11471
Succession_to_the_British_throne,Princess_Charlotte_of_Cambridge,14695
"Prince_William,_Duke_of_Cambridge",Princess_Charlotte_of_Cambridge,19673
Turpin_case,List_of_child_abuse_cases_featuring_long-term_detention,11390
The_Good_Doctor_(TV_series),Nicholas_Gonzalez,15814
Big_Little_Lies_(TV_series),Shailene_Woodley,22167
McMafia,Maria_Shukshina,11717
Agents_of_S.H.I.E.L.D.,Agents_of_S.H.I.E.L.D._(season_5),27158
List_of_Agents_of_S.H.I.E.L.D._episodes,Agents_of_S.H.I.E.L.D._(season_5),39422
Royal_Rumble_(2018),Sonya_Deville,11797
Anthony_Joshua,Joseph_Parker_(boxer),17845
Sharon_Stone,Phil_Bronstein,11837
Mr._Robot,List_of_Mr._Robot_episodes,36489
Step_Sisters_(film),Megalyn_Echikunwoke,11213
Suriya,Suriya_filmography,30327
Led_Zeppelin,Led_Zeppelin_(album),10220
Guardians_of_the_Galaxy_Vol._2,Karen_Gillan,10916
Jumanji:_Welcome_to_the_Jungle,Karen_Gillan,106162
Daft_Punk,Guy-Manuel_de_Homem-Christo,15128
Slayer,Jeff_Hanneman,12951
Clint_Eastwood,Sondra_Locke,12332
Angelina_Jolie,Jonny_Lee_Miller,19955
Kaylani_Lei,Jessica_Drake,18914
Jyoti_Amge,Chandra_Bahadur_Dangi,10567
Jacqueline_Kennedy_Onassis,Patrick_Bouvier_Kennedy,10003
John_F._Kennedy,Patrick_Bouvier_Kennedy,11687
Lizzy_Caplan,Tom_Riley_(actor),16168
Beastie_Boys,Ad-Rock,11900
Steve_Jobs,Chrisann_Brennan,13919
Trey_Smith,Will_Smith,14067
System_of_a_Down,Serj_Tankian,14763
Queen_(band),Brian_May,11656
Richard_Nixon,Lyndon_B._Johnson,13100
John_F._Kennedy,Lyndon_B._Johnson,16668
This_Is_Us_(TV_series),This_Is_Us_(season_2),29693
Martin_Sheen,Charlie_Sheen,13457
Blade_Runner_2049,Robin_Wright,22175
Saw_(franchise),Saw_(2004_film),12847
WWE_Championship,List_of_WWE_Champions,23784
Migos,Takeoff_(rapper),21489
Offset_(rapper),Takeoff_(rapper),17097
Phantom_Thread,Daniel_Day-Lewis,48732
Richard_Ayoade,Lydia_Fox_(actress),20347
North_Sentinel_Island,Uncontacted_peoples,12951
Sentinelese,Uncontacted_peoples,12571
Alauddin_Khalji,Khalji_dynasty,24210
Henry_VIII_of_England,Anne_Boleyn,12442
Super_Bowl_LII,Super_Bowl_LIII,39386
XXx:_Return_of_Xander_Cage,Nina_Dobrev,11439
Secret_Superstar,Zaira_Wasim,14352
Tommy_Wiseau,Eastern_Bloc,13758
Gal_Gadot,Gisele_Yashar,12233
"Love,_Simon",Simon_vs._the_Homo_Sapiens_Agenda,19604
UFC_220,Abdul_Razak_Alhassan,16856
Deaths_in_2018,Paul_Young,12268
"Anne,_Princess_Royal",Zara_Tindall,32108
Andi_Mack,List_of_Andi_Mack_episodes,14106
LaVar_Ball,Lonzo_Ball,11220
Tiger_Zinda_Hai,List_of_highest-grossing_Indian_films,63349
Secret_Superstar,List_of_highest-grossing_Indian_films,11661
Padmaavat,Malika-i-Jahan_(wife_of_Alauddin_Khalji),15659
Alauddin_Khalji,Malika-i-Jahan_(wife_of_Alauddin_Khalji),56653
Muhammad_Ali,Septic_shock,10461
Snoop_Dogg,Sasha_Banks,10468
Queen_Victoria,House_of_Hanover,11263
"Princess_Margaret,_Countess_of_Snowdon",Wedding_dress_of_Princess_Margaret,13317
John_F._Kennedy,Assassination_of_John_F._Kennedy,10325
2016_NBA_draft,2017_NBA_draft,15020
Judas_Priest,Firepower_(Judas_Priest_album),12131
Ben_Whishaw,Mark_Bradshaw_(composer),11685
Main_Page,Wikipedia,32873
Impractical_Jokers,The_Tenderloins,18856
Douglas_Kenney,A_Futile_and_Stupid_Gesture,11390
New_England_Patriots,Bill_Belichick,13194
Nick_Saban,Bill_Belichick,10158
The_Good_Doctor_(TV_series),Daniel_Dae_Kim,19429
"Princess_Margaret,_Countess_of_Snowdon",Group_captain,10547
Kiss_(band),Paul_Stanley,12823
The_Crown,The_Crown_(TV_series),10197
Claire_Foy,The_Crown_(TV_series),10185
Nancy_Kerrigan,Michelle_Kwan,14295
Anurag_Kashyap,Aarti_Bajaj,12621
Hamilton_(musical),Lin-Manuel_Miranda,14357
Coco_(2017_film),Mexican_Hairless_Dog,12971
2014_FIFA_World_Cup,2018_FIFA_World_Cup,11046
FIFA_World_Cup,2018_FIFA_World_Cup,20644
List_of_Freemasons,List_of_Freemasons_(A–D),10106
Snooker_season_2017/2018,2018_Masters_(snooker),13569
Justice_League_(film),Deathstroke,16716
Edward_III_of_England,Richard_II_of_England,14331
Carrie_Fisher,Billie_Lourd,25061
Guillermo_del_Toro,The_Devil's_Backbone,19955
"I,_Tonya",Sebastian_Stan,25102
One_Day_at_a_Time_(2017_TV_series),Isabella_Gomez,12539
The_Assassination_of_Gianni_Versace:_American_Crime_Story,Ricky_Martin,17678
Justin_Bieber,Pattie_Mallette,11307
Home_Alone,Macaulay_Culkin,10015
Mila_Kunis,Macaulay_Culkin,25524
Red_Hot_Chili_Peppers,Flea_(musician),11304
Logan_(film),Caliban_(Marvel_Comics),14680
Migos,Migos_discography,10650
2020_Summer_Olympics,2024_Summer_Olympics,20140
RMS_Titanic,HMHS_Britannic,16959
List_of_NCIS_episodes,NCIS_(season_15),14792
"I,_Tonya",Julianne_Nicholson,12888
The_Lion_King,The_Lion_King_(2019_film),12387
Saoirse_Ronan,Brooklyn_(film),13272
Bloods,Crips,17895
Riverdale_(2017_TV_series),Marisol_Nichols,13256
Miley_Cyrus,Billy_Ray_Cyrus,10010
"Camilla,_Duchess_of_Cornwall",Andrew_Parker_Bowles,13087
AC/DC,Axl_Rose,12427
Angelina_Jolie,Billy_Bob_Thornton,16857
Fire_and_Fury,Michael_Wolff_(journalist),28903
2013_NBA_draft,2014_NBA_draft,14880
2015_NBA_draft,2014_NBA_draft,10975
Roseanne,List_of_Roseanne_characters,18777
Beauty_and_the_Beast_(2017_film),Dan_Stevens,14995
Ragnar_Lodbrok,Halfdan_Ragnarsson,12778
Super_Bowl_XLI,Super_Bowl_XLII,16709
Super_Bowl_XLIII,Super_Bowl_XLII,10328
Lichtenstein,Liechtenstein,12266
Naomi_Watts,Naomi_Watts_filmography,14567
Dave_Chappelle,"Yellow_Springs,_Ohio",11079
Douglas_Kenney,Kathryn_Walker,29434
Insidious:_The_Last_Key,Hana_Hayes,11522
Secret_Superstar,List_of_Bollywood_films_of_2017,12143
Lists_of_Bollywood_films,List_of_Bollywood_films_of_2017,11362
Blindspot_(TV_series),List_of_Blindspot_episodes,47904
Black_Mirror,San_Junipero,33547
Shut_Up_and_Dance_(Black_Mirror),San_Junipero,20757
List_of_Black_Mirror_episodes,San_Junipero,34401
Guardian:_The_Lonely_and_Great_God,Kim_Go-eun,10114
John_Paul_Getty_Jr.,Mark_Getty,12392
Mindhunter_(TV_series),Holt_McCallany,15495
Harry_Potter_(film_series),Harry_Potter_and_the_Philosopher's_Stone_(film),17785
Mila_Kunis,Ashton_Kutcher,26367
Demi_Moore,Ashton_Kutcher,13113
Main_Page,Coco_Schumann,22319
Katharine_Graham,Donald_E._Graham,12414
The_Washington_Post,Donald_E._Graham,11760
2_Broke_Girls,List_of_2_Broke_Girls_episodes,11557
Philadelphia_Eagles,List_of_Super_Bowl_champions,16823
Super_Bowl,List_of_Super_Bowl_champions,71902
Fritzl_case,Child_abandonment,15241
Keira_Knightley,James_Righton,23113
Jumanji:_Welcome_to_the_Jungle,Jack_Black,28342
Deepika_Padukone,Deepika_Padukone_filmography,24903
Billie_Lourd,Bryan_Lourd,11353
John_F._Kennedy_Jr.,Carolyn_Bessette-Kennedy,10177
Casey_Affleck,Ben_Affleck,12965
Sanjay_Leela_Bhansali,Bajirao_Mastani,14086
Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,List_of_Pirates_of_the_Caribbean_characters,22552
Jerry_Van_Dyke,Dick_Van_Dyke,80621
David_Cameron,Theresa_May,11580
60th_Annual_Grammy_Awards,59th_Annual_Grammy_Awards,16161
Winchester_(film),Winchester_Mystery_House,25933
Sarah_Winchester,Winchester_Mystery_House,17626
Bobby_Flay,Heléne_Yorke,10440
Rupert_Murdoch,Wendi_Deng_Murdoch,11196
Harald_V_of_Norway,"Haakon,_Crown_Prince_of_Norway",10654
Lovesick_(TV_series),Antonia_Thomas,20148
The_Good_Doctor_(TV_series),Antonia_Thomas,17294
Hrithik_Roshan,Hrithik_Roshan_filmography,21085
Hacksaw_Ridge,Desmond_Doss,20710
Knightfall_(TV_series),Tom_Cullen,11571
Justice_League_(film),Ezra_Miller,16595
Chris_Tate,List_of_Emmerdale_characters_(1995),21696
Slayer,Tom_Araya,13955
Agnyaathavaasi,Keerthy_Suresh,11623
Thaanaa_Serndha_Koottam,Keerthy_Suresh,11250
Leslie_Mann,Judd_Apatow,10523
The_Marvelous_Mrs._Maisel,Tony_Shalhoub,10761
2018_Under-19_Cricket_World_Cup,2016_Under-19_Cricket_World_Cup,12076
Jayne_Torvill,Christopher_Dean,10949
Waco_(miniseries),Taylor_Kitsch,12520
Aokigahara,List_of_suicide_sites,58854
Gigi_Hadid,Yolanda_Hadid,12278
BDSM,Sadomasochism,11206
Sarah_Hyland,Matt_Prokop,17497
Runaways_(TV_series),Virginia_Gardner,16875
The_Crown_(TV_series),Matthew_Goode,10173
Oasis_(band),Liam_Gallagher,12223
Super_Bowl_XLIV,Super_Bowl_XLV,19970
Super_Bowl_XLVI,Super_Bowl_XLV,12444
Soha_Ali_Khan,Kunal_Khemu,10018
Kong:_Skull_Island,King_Ghidorah,11381
World_War_II,Chiang_Kai-shek,10776
2017_NFL_season,2018_NFL_season,10124
Lists_of_pornographic_actors,List_of_pornographic_actresses_by_decade,10129
Jumanji:_Welcome_to_the_Jungle,Jake_Kasdan,13395
Laura_Dern,Bruce_Dern,10113
WWE_Fastlane,Fastlane_(2018),15237
Elimination_Chamber_(2018),Fastlane_(2018),32472
Be_Right_Back,White_Bear_(Black_Mirror),15339
Shut_Up_and_Dance_(Black_Mirror),White_Bear_(Black_Mirror),13426
List_of_Black_Mirror_episodes,White_Bear_(Black_Mirror),25131
Sally_Hawkins,Blue_Jasmine,10293
Mahesh_Babu,Mahesh_Babu_filmography,14511
Robert_Kardashian,Kris_Jenner,25050
Kim_Kardashian,Kris_Jenner,16888
Caitlyn_Jenner,Kris_Jenner,20495
Hate_Story_4,Vivan_Bhatena,17281
George_V,George_VI,28529
"Princess_Margaret,_Countess_of_Snowdon",George_VI,12646
Edward_VIII,George_VI,127144
Queen_Elizabeth_The_Queen_Mother,George_VI,21633
Winston_Churchill,George_VI,12271
Elizabeth_II,George_VI,155454
Laurie_Metcalf,Zoe_Perry,11036
Young_Sheldon,Zoe_Perry,22425
Mandy_Moore,Dawes_(band),10740
Rose_McGowan,Davey_Detail,14836
The_Florida_Project,Bria_Vinaite,14474
Roger_Federer,Roger_Federer_career_statistics,13844
ABBA,Agnetha_Fältskog,46508
Michael_J._Fox,Tracy_Pollan,15127
Vladimir_Putin,Dmitry_Medvedev,13600
O._J._Simpson,O._J._Simpson_murder_case,14010
J._Paul_Getty,Gordon_Getty,12080
LazyTown,Stephanie_(LazyTown),22353
Ron_Howard,Paige_Howard,10168
Tom_Brady,Charles_Haley,22744
Green_Day,Billie_Joe_Armstrong,14929
Black_Mirror,USS_Callister,12406
Arkangel_(Black_Mirror),USS_Callister,15120
List_of_Black_Mirror_episodes,USS_Callister,119174
Ginuwine,Solé,10976
Vidya_Balan,Siddharth_Roy_Kapur,12615
Jumanji,Robin_Williams,13576
Evan_Spiegel,Miranda_Kerr,10100
Orlando_Bloom,Miranda_Kerr,13369
SpongeBob_SquarePants,List_of_SpongeBob_SquarePants_episodes,17551
Emmy_Rossum,Sam_Esmail,22568
Deaths_in_2018,Donnelly_Rhodes,16572
Brooklyn_Nine-Nine,List_of_Brooklyn_Nine-Nine_episodes,109580
ER_(TV_series),Cast_of_ER,12159
United_States_Secretary_of_Homeland_Security,Kirstjen_Nielsen,12250
Sebastian_Stan,Margarita_Levieva,10615
The_Big_Short_(film),Michael_Burry,10921
Rani_Padmini,Jauhar,27275
Padmaavat,Jauhar,68147
Black_Museum_(Black_Mirror),Letitia_Wright,29583
List_of_Black_Mirror_episodes,Letitia_Wright,10232
Black_Panther_(film),Letitia_Wright,20882
Space_Shuttle_Challenger_disaster,Christa_McAuliffe,14458
Dunkirk_(2017_film),Fionn_Whitehead,30956
Breaking_Bad,Bryan_Cranston,11856
Tiger_Zinda_Hai,Ali_Abbas_Zafar,22166
Portia_de_Rossi,Mel_Metcalfe,45716
Eunuch,Castration,10061
Titans_(2018_TV_series),Anna_Diop,11116
Jeff_Bezos,Amazon_(company),19941
Amazon,Amazon_(company),10385
Glee_(TV_series),Characters_of_Glee,12220
McMafia,David_Strathairn,16377
Doctor_Who,Jodie_Whittaker,18268
The_Entire_History_of_You,Jodie_Whittaker,16756
USS_Callister,Cristin_Milioti,69521
How_I_Met_Your_Mother,Cristin_Milioti,10456
List_of_Black_Mirror_episodes,Cristin_Milioti,18971
Jennifer_Carpenter,Seth_Avett,10260
Celine_Dion,René_Angélil,21368
2018_PDC_World_Darts_Championship,Rob_Cross_(darts_player),12105
Christopher_Robin_Milne,Myasthenia_gravis,10662
The_Wolf_of_Wall_Street_(2013_film),Jordan_Belfort,20825
Jumanji,Bonnie_Hunt,13511
Black_(TV_series),Lee_El,16010
86th_Academy_Awards,85th_Academy_Awards,10098
Michael_Fassbender,Nicole_Beharie,10805
Paris_Hilton,Chris_Zylka,27533
Lion_(2016_film),Saroo_Brierley,12039
George_Lucas,Mellody_Hobson,10497
Sergei_Eisenstein,Alexander_Nevsky_(film),13718
Supreme_(brand),James_Jebbia,12737
A_Wrinkle_in_Time,A_Wrinkle_in_Time_(2018_film),10447
Royal_Rumble_(2018),Sarah_Logan,14043
Kim_Kardashian,Kourtney_Kardashian,17373
Elon_Musk,"Tesla,_Inc.",20512
The_Shape_of_Water_(film),Michael_Shannon,51982
12_Strong,Michael_Shannon,16275
"John_Grigg,_2nd_Baron_Altrincham",Peerage_Act_1963,10929
ABBA,Benny_Andersson,23325
Alauddin_Khalji,Qutbuddin_Mubarak_Shah,24506
Shihabuddin_Omar,Qutbuddin_Mubarak_Shah,16177
Daisy_Ridley,Ophelia_(2018_film),10867
Cloverfield_(franchise),Untitled_Cloverfield_sequel,12389
10_Cloverfield_Lane,Untitled_Cloverfield_sequel,11655
Cloverfield,Untitled_Cloverfield_sequel,13121
2018_in_film,Untitled_Cloverfield_sequel,10318
The_Shape_of_Water_(film),Richard_Jenkins,51939
Seven_Wonders_of_the_Ancient_World,Colossus_of_Rhodes,11646
Wonders_of_the_World,Colossus_of_Rhodes,15001
Pink_(singer),Attachment_parenting,12037
Zhou_Youguang,Supercentenarian,20321
Prince_Harry,Succession_to_the_British_throne,11308
The_Lion_King_(2019_film),List_of_The_Lion_King_characters,17514
Jenna_Fischer,James_Gunn,16091
Deaths_in_2018,Tyler_Hilinski,14591
Fifty_Shades_Freed_(film),Jamie_Dornan,11614
Fifty_Shades_of_Grey_(film),Jamie_Dornan,12834
Last_Week_Tonight_with_John_Oliver,List_of_Last_Week_Tonight_with_John_Oliver_episodes,18936
Gwyneth_Paltrow,Chris_Martin,18239
Coldplay,Chris_Martin,12877
Greta_Gerwig,Noah_Baumbach,38876
Lists_of_deaths_by_year,Deaths_in_December_2017,78837
Lee_Harvey_Oswald,Jack_Ruby,17500
Augustus,Tiberius,10071
Fargo_(TV_series),Fargo_(season_1),11369
Adam_Sandler,The_Meyerowitz_Stories,11465
IIHF_World_U20_Championship,2018_World_Junior_Ice_Hockey_Championships,10212
Deaths_in_2018,Connie_Sawyer,22992
The_Big_Bang_Theory,List_of_The_Big_Bang_Theory_characters,24811
Nickelodeon,List_of_programs_broadcast_by_Nickelodeon,15439
Pacific_Rim_(film),Pacific_Rim_Uprising,23391
USS_Callister,Jimmi_Simpson,28925
Fergie_(singer),Josh_Duhamel,14712
Rage_Against_the_Machine,Zack_de_la_Rocha,23427
Sacha_Baron_Cohen,Isla_Fisher,14065
